appid,Game_Name,Tags,month,Avg. Players,Gain,% Gain,Peak Players,patch_count
224260,No More Room in Hell,"Free to Play, Zombies, Multiplayer, Survival, Horror, Co-op, Online Co-Op, Action, FPS, First-Person, Survival Horror, Shooter, Post-apocalyptic, Open World, Realistic, Indie, Atmospheric, Mod, Adventure, Massively Multiplayer",2023-09,440.74,-124.12,-21.97%,866,0
224260,No More Room in Hell,"Free to Play, Zombies, Multiplayer, Survival, Horror, Co-op, Online Co-Op, Action, FPS, First-Person, Survival Horror, Shooter, Post-apocalyptic, Open World, Realistic, Indie, Atmospheric, Mod, Adventure, Massively Multiplayer",2023-08,564.86,-8.49,-1.48%,937,1
224260,No More Room in Hell,"Free to Play, Zombies, Multiplayer, Survival, Horror, Co-op, Online Co-Op, Action, FPS, First-Person, Survival Horror, Shooter, Post-apocalyptic, Open World, Realistic, Indie, Atmospheric, Mod, Adventure, Massively Multiplayer",2023-07,573.35,39.21,+7.34%,941,0
224260,No More Room in Hell,"Free to Play, Zombies, Multiplayer, Survival, Horror, Co-op, Online Co-Op, Action, FPS, First-Person, Survival Horror, Shooter, Post-apocalyptic, Open World, Realistic, Indie, Atmospheric, Mod, Adventure, Massively Multiplayer",2023-06,534.15,40.76,+8.26%,955,0
224260,No More Room in Hell,"Free to Play, Zombies, Multiplayer, Survival, Horror, Co-op, Online Co-Op, Action, FPS, First-Person, Survival Horror, Shooter, Post-apocalyptic, Open World, Realistic, Indie, Atmospheric, Mod, Adventure, Massively Multiplayer",2023-05,493.39,37.50,+8.22%,952,0
224260,No More Room in Hell,"Free to Play, Zombies, Multiplayer, Survival, Horror, Co-op, Online Co-Op, Action, FPS, First-Person, Survival Horror, Shooter, Post-apocalyptic, Open World, Realistic, Indie, Atmospheric, Mod, Adventure, Massively Multiplayer",2023-04,455.89,21.75,+5.01%,910,0
224260,No More Room in Hell,"Free to Play, Zombies, Multiplayer, Survival, Horror, Co-op, Online Co-Op, Action, FPS, First-Person, Survival Horror, Shooter, Post-apocalyptic, Open World, Realistic, Indie, Atmospheric, Mod, Adventure, Massively Multiplayer",2023-03,434.15,-115.03,-20.95%,879,0
224260,No More Room in Hell,"Free to Play, Zombies, Multiplayer, Survival, Horror, Co-op, Online Co-Op, Action, FPS, First-Person, Survival Horror, Shooter, Post-apocalyptic, Open World, Realistic, Indie, Atmospheric, Mod, Adventure, Massively Multiplayer",2023-02,549.17,-90.19,-14.11%,1086,1
224260,No More Room in Hell,"Free to Play, Zombies, Multiplayer, Survival, Horror, Co-op, Online Co-Op, Action, FPS, First-Person, Survival Horror, Shooter, Post-apocalyptic, Open World, Realistic, Indie, Atmospheric, Mod, Adventure, Massively Multiplayer",2023-01,639.36,106.90,+20.08%,1079,0
224260,No More Room in Hell,"Free to Play, Zombies, Multiplayer, Survival, Horror, Co-op, Online Co-Op, Action, FPS, First-Person, Survival Horror, Shooter, Post-apocalyptic, Open World, Realistic, Indie, Atmospheric, Mod, Adventure, Massively Multiplayer",2022-12,532.46,16.63,+3.22%,900,0
224260,No More Room in Hell,"Free to Play, Zombies, Multiplayer, Survival, Horror, Co-op, Online Co-Op, Action, FPS, First-Person, Survival Horror, Shooter, Post-apocalyptic, Open World, Realistic, Indie, Atmospheric, Mod, Adventure, Massively Multiplayer",2022-11,515.82,70.02,+15.71%,1085,1
224260,No More Room in Hell,"Free to Play, Zombies, Multiplayer, Survival, Horror, Co-op, Online Co-Op, Action, FPS, First-Person, Survival Horror, Shooter, Post-apocalyptic, Open World, Realistic, Indie, Atmospheric, Mod, Adventure, Massively Multiplayer",2022-10,445.81,-16.07,-3.48%,874,1
224260,No More Room in Hell,"Free to Play, Zombies, Multiplayer, Survival, Horror, Co-op, Online Co-Op, Action, FPS, First-Person, Survival Horror, Shooter, Post-apocalyptic, Open World, Realistic, Indie, Atmospheric, Mod, Adventure, Massively Multiplayer",2022-09,461.87,-166.37,-26.48%,919,0
224260,No More Room in Hell,"Free to Play, Zombies, Multiplayer, Survival, Horror, Co-op, Online Co-Op, Action, FPS, First-Person, Survival Horror, Shooter, Post-apocalyptic, Open World, Realistic, Indie, Atmospheric, Mod, Adventure, Massively Multiplayer",2022-08,628.24,78.11,+14.20%,1160,0
224260,No More Room in Hell,"Free to Play, Zombies, Multiplayer, Survival, Horror, Co-op, Online Co-Op, Action, FPS, First-Person, Survival Horror, Shooter, Post-apocalyptic, Open World, Realistic, Indie, Atmospheric, Mod, Adventure, Massively Multiplayer",2022-07,550.13,83.19,+17.82%,987,1
224260,No More Room in Hell,"Free to Play, Zombies, Multiplayer, Survival, Horror, Co-op, Online Co-Op, Action, FPS, First-Person, Survival Horror, Shooter, Post-apocalyptic, Open World, Realistic, Indie, Atmospheric, Mod, Adventure, Massively Multiplayer",2022-06,466.95,4.93,+1.07%,820,0
224260,No More Room in Hell,"Free to Play, Zombies, Multiplayer, Survival, Horror, Co-op, Online Co-Op, Action, FPS, First-Person, Survival Horror, Shooter, Post-apocalyptic, Open World, Realistic, Indie, Atmospheric, Mod, Adventure, Massively Multiplayer",2022-05,462.01,-2.11,-0.45%,843,0
224260,No More Room in Hell,"Free to Play, Zombies, Multiplayer, Survival, Horror, Co-op, Online Co-Op, Action, FPS, First-Person, Survival Horror, Shooter, Post-apocalyptic, Open World, Realistic, Indie, Atmospheric, Mod, Adventure, Massively Multiplayer",2022-04,464.12,39.58,+9.32%,878,0
224260,No More Room in Hell,"Free to Play, Zombies, Multiplayer, Survival, Horror, Co-op, Online Co-Op, Action, FPS, First-Person, Survival Horror, Shooter, Post-apocalyptic, Open World, Realistic, Indie, Atmospheric, Mod, Adventure, Massively Multiplayer",2022-03,424.54,-80.77,-15.98%,832,0
224260,No More Room in Hell,"Free to Play, Zombies, Multiplayer, Survival, Horror, Co-op, Online Co-Op, Action, FPS, First-Person, Survival Horror, Shooter, Post-apocalyptic, Open World, Realistic, Indie, Atmospheric, Mod, Adventure, Massively Multiplayer",2022-02,505.31,-0.28,-0.06%,896,0
224260,No More Room in Hell,"Free to Play, Zombies, Multiplayer, Survival, Horror, Co-op, Online Co-Op, Action, FPS, First-Person, Survival Horror, Shooter, Post-apocalyptic, Open World, Realistic, Indie, Atmospheric, Mod, Adventure, Massively Multiplayer",2022-01,505.59,104.66,+26.11%,956,1
224260,No More Room in Hell,"Free to Play, Zombies, Multiplayer, Survival, Horror, Co-op, Online Co-Op, Action, FPS, First-Person, Survival Horror, Shooter, Post-apocalyptic, Open World, Realistic, Indie, Atmospheric, Mod, Adventure, Massively Multiplayer",2021-12,400.93,-109.79,-21.50%,750,0
224260,No More Room in Hell,"Free to Play, Zombies, Multiplayer, Survival, Horror, Co-op, Online Co-Op, Action, FPS, First-Person, Survival Horror, Shooter, Post-apocalyptic, Open World, Realistic, Indie, Atmospheric, Mod, Adventure, Massively Multiplayer",2021-11,510.71,75.34,+17.31%,1143,1
224260,No More Room in Hell,"Free to Play, Zombies, Multiplayer, Survival, Horror, Co-op, Online Co-Op, Action, FPS, First-Person, Survival Horror, Shooter, Post-apocalyptic, Open World, Realistic, Indie, Atmospheric, Mod, Adventure, Massively Multiplayer",2021-10,435.37,-23.87,-5.20%,824,2
224260,No More Room in Hell,"Free to Play, Zombies, Multiplayer, Survival, Horror, Co-op, Online Co-Op, Action, FPS, First-Person, Survival Horror, Shooter, Post-apocalyptic, Open World, Realistic, Indie, Atmospheric, Mod, Adventure, Massively Multiplayer",2021-09,459.23,-120.82,-20.83%,818,0
224260,No More Room in Hell,"Free to Play, Zombies, Multiplayer, Survival, Horror, Co-op, Online Co-Op, Action, FPS, First-Person, Survival Horror, Shooter, Post-apocalyptic, Open World, Realistic, Indie, Atmospheric, Mod, Adventure, Massively Multiplayer",2021-08,580.05,34.02,+6.23%,900,1
224260,No More Room in Hell,"Free to Play, Zombies, Multiplayer, Survival, Horror, Co-op, Online Co-Op, Action, FPS, First-Person, Survival Horror, Shooter, Post-apocalyptic, Open World, Realistic, Indie, Atmospheric, Mod, Adventure, Massively Multiplayer",2021-07,546.03,32.43,+6.31%,845,0
224260,No More Room in Hell,"Free to Play, Zombies, Multiplayer, Survival, Horror, Co-op, Online Co-Op, Action, FPS, First-Person, Survival Horror, Shooter, Post-apocalyptic, Open World, Realistic, Indie, Atmospheric, Mod, Adventure, Massively Multiplayer",2021-06,513.61,27.11,+5.57%,863,0
224260,No More Room in Hell,"Free to Play, Zombies, Multiplayer, Survival, Horror, Co-op, Online Co-Op, Action, FPS, First-Person, Survival Horror, Shooter, Post-apocalyptic, Open World, Realistic, Indie, Atmospheric, Mod, Adventure, Massively Multiplayer",2021-05,486.5,-10.57,-2.13%,848,0
224260,No More Room in Hell,"Free to Play, Zombies, Multiplayer, Survival, Horror, Co-op, Online Co-Op, Action, FPS, First-Person, Survival Horror, Shooter, Post-apocalyptic, Open World, Realistic, Indie, Atmospheric, Mod, Adventure, Massively Multiplayer",2021-04,497.06,-23.45,-4.51%,955,0
224260,No More Room in Hell,"Free to Play, Zombies, Multiplayer, Survival, Horror, Co-op, Online Co-Op, Action, FPS, First-Person, Survival Horror, Shooter, Post-apocalyptic, Open World, Realistic, Indie, Atmospheric, Mod, Adventure, Massively Multiplayer",2021-03,520.51,-119.94,-18.73%,892,1
224260,No More Room in Hell,"Free to Play, Zombies, Multiplayer, Survival, Horror, Co-op, Online Co-Op, Action, FPS, First-Person, Survival Horror, Shooter, Post-apocalyptic, Open World, Realistic, Indie, Atmospheric, Mod, Adventure, Massively Multiplayer",2021-02,640.46,85.07,+15.32%,956,0
224260,No More Room in Hell,"Free to Play, Zombies, Multiplayer, Survival, Horror, Co-op, Online Co-Op, Action, FPS, First-Person, Survival Horror, Shooter, Post-apocalyptic, Open World, Realistic, Indie, Atmospheric, Mod, Adventure, Massively Multiplayer",2021-01,555.39,143.16,+34.73%,1005,1
224260,No More Room in Hell,"Free to Play, Zombies, Multiplayer, Survival, Horror, Co-op, Online Co-Op, Action, FPS, First-Person, Survival Horror, Shooter, Post-apocalyptic, Open World, Realistic, Indie, Atmospheric, Mod, Adventure, Massively Multiplayer",2020-12,412.23,-7.25,-1.73%,716,1
224260,No More Room in Hell,"Free to Play, Zombies, Multiplayer, Survival, Horror, Co-op, Online Co-Op, Action, FPS, First-Person, Survival Horror, Shooter, Post-apocalyptic, Open World, Realistic, Indie, Atmospheric, Mod, Adventure, Massively Multiplayer",2020-11,419.48,9.86,+2.41%,706,0
224260,No More Room in Hell,"Free to Play, Zombies, Multiplayer, Survival, Horror, Co-op, Online Co-Op, Action, FPS, First-Person, Survival Horror, Shooter, Post-apocalyptic, Open World, Realistic, Indie, Atmospheric, Mod, Adventure, Massively Multiplayer",2020-10,409.61,48.96,+13.58%,760,1
224260,No More Room in Hell,"Free to Play, Zombies, Multiplayer, Survival, Horror, Co-op, Online Co-Op, Action, FPS, First-Person, Survival Horror, Shooter, Post-apocalyptic, Open World, Realistic, Indie, Atmospheric, Mod, Adventure, Massively Multiplayer",2020-09,360.65,-101.73,-22.00%,658,0
224260,No More Room in Hell,"Free to Play, Zombies, Multiplayer, Survival, Horror, Co-op, Online Co-Op, Action, FPS, First-Person, Survival Horror, Shooter, Post-apocalyptic, Open World, Realistic, Indie, Atmospheric, Mod, Adventure, Massively Multiplayer",2020-08,462.38,61.40,+15.31%,711,0
224260,No More Room in Hell,"Free to Play, Zombies, Multiplayer, Survival, Horror, Co-op, Online Co-Op, Action, FPS, First-Person, Survival Horror, Shooter, Post-apocalyptic, Open World, Realistic, Indie, Atmospheric, Mod, Adventure, Massively Multiplayer",2020-07,400.97,6.42,+1.63%,629,0
224260,No More Room in Hell,"Free to Play, Zombies, Multiplayer, Survival, Horror, Co-op, Online Co-Op, Action, FPS, First-Person, Survival Horror, Shooter, Post-apocalyptic, Open World, Realistic, Indie, Atmospheric, Mod, Adventure, Massively Multiplayer",2020-06,394.55,-99.96,-20.21%,609,0
224260,No More Room in Hell,"Free to Play, Zombies, Multiplayer, Survival, Horror, Co-op, Online Co-Op, Action, FPS, First-Person, Survival Horror, Shooter, Post-apocalyptic, Open World, Realistic, Indie, Atmospheric, Mod, Adventure, Massively Multiplayer",2020-05,494.51,-139.64,-22.02%,883,0
224260,No More Room in Hell,"Free to Play, Zombies, Multiplayer, Survival, Horror, Co-op, Online Co-Op, Action, FPS, First-Person, Survival Horror, Shooter, Post-apocalyptic, Open World, Realistic, Indie, Atmospheric, Mod, Adventure, Massively Multiplayer",2020-04,634.15,48.00,+8.19%,1019,0
224260,No More Room in Hell,"Free to Play, Zombies, Multiplayer, Survival, Horror, Co-op, Online Co-Op, Action, FPS, First-Person, Survival Horror, Shooter, Post-apocalyptic, Open World, Realistic, Indie, Atmospheric, Mod, Adventure, Massively Multiplayer",2020-03,586.15,164.37,+38.97%,952,3
224260,No More Room in Hell,"Free to Play, Zombies, Multiplayer, Survival, Horror, Co-op, Online Co-Op, Action, FPS, First-Person, Survival Horror, Shooter, Post-apocalyptic, Open World, Realistic, Indie, Atmospheric, Mod, Adventure, Massively Multiplayer",2020-02,421.78,55.51,+15.15%,741,0
224260,No More Room in Hell,"Free to Play, Zombies, Multiplayer, Survival, Horror, Co-op, Online Co-Op, Action, FPS, First-Person, Survival Horror, Shooter, Post-apocalyptic, Open World, Realistic, Indie, Atmospheric, Mod, Adventure, Massively Multiplayer",2020-01,366.28,40.36,+12.38%,607,0
224260,No More Room in Hell,"Free to Play, Zombies, Multiplayer, Survival, Horror, Co-op, Online Co-Op, Action, FPS, First-Person, Survival Horror, Shooter, Post-apocalyptic, Open World, Realistic, Indie, Atmospheric, Mod, Adventure, Massively Multiplayer",2019-12,325.92,-37.95,-10.43%,632,0
224260,No More Room in Hell,"Free to Play, Zombies, Multiplayer, Survival, Horror, Co-op, Online Co-Op, Action, FPS, First-Person, Survival Horror, Shooter, Post-apocalyptic, Open World, Realistic, Indie, Atmospheric, Mod, Adventure, Massively Multiplayer",2019-11,363.87,109.87,+43.25%,695,0
224260,No More Room in Hell,"Free to Play, Zombies, Multiplayer, Survival, Horror, Co-op, Online Co-Op, Action, FPS, First-Person, Survival Horror, Shooter, Post-apocalyptic, Open World, Realistic, Indie, Atmospheric, Mod, Adventure, Massively Multiplayer",2019-10,254.0,-7.36,-2.82%,509,0
224260,No More Room in Hell,"Free to Play, Zombies, Multiplayer, Survival, Horror, Co-op, Online Co-Op, Action, FPS, First-Person, Survival Horror, Shooter, Post-apocalyptic, Open World, Realistic, Indie, Atmospheric, Mod, Adventure, Massively Multiplayer",2019-09,261.36,-91.09,-25.85%,508,0
224260,No More Room in Hell,"Free to Play, Zombies, Multiplayer, Survival, Horror, Co-op, Online Co-Op, Action, FPS, First-Person, Survival Horror, Shooter, Post-apocalyptic, Open World, Realistic, Indie, Atmospheric, Mod, Adventure, Massively Multiplayer",2019-08,352.45,11.02,+3.23%,561,0
224260,No More Room in Hell,"Free to Play, Zombies, Multiplayer, Survival, Horror, Co-op, Online Co-Op, Action, FPS, First-Person, Survival Horror, Shooter, Post-apocalyptic, Open World, Realistic, Indie, Atmospheric, Mod, Adventure, Massively Multiplayer",2019-07,341.43,20.49,+6.38%,544,0
224260,No More Room in Hell,"Free to Play, Zombies, Multiplayer, Survival, Horror, Co-op, Online Co-Op, Action, FPS, First-Person, Survival Horror, Shooter, Post-apocalyptic, Open World, Realistic, Indie, Atmospheric, Mod, Adventure, Massively Multiplayer",2019-06,320.94,19.68,+6.53%,506,0
224260,No More Room in Hell,"Free to Play, Zombies, Multiplayer, Survival, Horror, Co-op, Online Co-Op, Action, FPS, First-Person, Survival Horror, Shooter, Post-apocalyptic, Open World, Realistic, Indie, Atmospheric, Mod, Adventure, Massively Multiplayer",2019-05,301.26,-25.10,-7.69%,542,0
224260,No More Room in Hell,"Free to Play, Zombies, Multiplayer, Survival, Horror, Co-op, Online Co-Op, Action, FPS, First-Person, Survival Horror, Shooter, Post-apocalyptic, Open World, Realistic, Indie, Atmospheric, Mod, Adventure, Massively Multiplayer",2019-04,326.36,-19.47,-5.63%,650,0
224260,No More Room in Hell,"Free to Play, Zombies, Multiplayer, Survival, Horror, Co-op, Online Co-Op, Action, FPS, First-Person, Survival Horror, Shooter, Post-apocalyptic, Open World, Realistic, Indie, Atmospheric, Mod, Adventure, Massively Multiplayer",2019-03,345.83,-22.22,-6.04%,629,0
224260,No More Room in Hell,"Free to Play, Zombies, Multiplayer, Survival, Horror, Co-op, Online Co-Op, Action, FPS, First-Person, Survival Horror, Shooter, Post-apocalyptic, Open World, Realistic, Indie, Atmospheric, Mod, Adventure, Massively Multiplayer",2019-02,368.04,-27.72,-7.00%,762,0
224260,No More Room in Hell,"Free to Play, Zombies, Multiplayer, Survival, Horror, Co-op, Online Co-Op, Action, FPS, First-Person, Survival Horror, Shooter, Post-apocalyptic, Open World, Realistic, Indie, Atmospheric, Mod, Adventure, Massively Multiplayer",2019-01,395.77,47.55,+13.66%,716,0
224260,No More Room in Hell,"Free to Play, Zombies, Multiplayer, Survival, Horror, Co-op, Online Co-Op, Action, FPS, First-Person, Survival Horror, Shooter, Post-apocalyptic, Open World, Realistic, Indie, Atmospheric, Mod, Adventure, Massively Multiplayer",2018-12,348.21,-20.19,-5.48%,646,0
224260,No More Room in Hell,"Free to Play, Zombies, Multiplayer, Survival, Horror, Co-op, Online Co-Op, Action, FPS, First-Person, Survival Horror, Shooter, Post-apocalyptic, Open World, Realistic, Indie, Atmospheric, Mod, Adventure, Massively Multiplayer",2018-11,368.41,-78.72,-17.61%,746,0
224260,No More Room in Hell,"Free to Play, Zombies, Multiplayer, Survival, Horror, Co-op, Online Co-Op, Action, FPS, First-Person, Survival Horror, Shooter, Post-apocalyptic, Open World, Realistic, Indie, Atmospheric, Mod, Adventure, Massively Multiplayer",2018-10,447.12,88.48,+24.67%,860,2
224260,No More Room in Hell,"Free to Play, Zombies, Multiplayer, Survival, Horror, Co-op, Online Co-Op, Action, FPS, First-Person, Survival Horror, Shooter, Post-apocalyptic, Open World, Realistic, Indie, Atmospheric, Mod, Adventure, Massively Multiplayer",2018-09,358.64,-118.51,-24.84%,666,0
224260,No More Room in Hell,"Free to Play, Zombies, Multiplayer, Survival, Horror, Co-op, Online Co-Op, Action, FPS, First-Person, Survival Horror, Shooter, Post-apocalyptic, Open World, Realistic, Indie, Atmospheric, Mod, Adventure, Massively Multiplayer",2018-08,477.15,-1.33,-0.28%,722,0
224260,No More Room in Hell,"Free to Play, Zombies, Multiplayer, Survival, Horror, Co-op, Online Co-Op, Action, FPS, First-Person, Survival Horror, Shooter, Post-apocalyptic, Open World, Realistic, Indie, Atmospheric, Mod, Adventure, Massively Multiplayer",2018-07,478.49,6.75,+1.43%,750,0
224260,No More Room in Hell,"Free to Play, Zombies, Multiplayer, Survival, Horror, Co-op, Online Co-Op, Action, FPS, First-Person, Survival Horror, Shooter, Post-apocalyptic, Open World, Realistic, Indie, Atmospheric, Mod, Adventure, Massively Multiplayer",2018-06,471.73,19.85,+4.39%,815,0
224260,No More Room in Hell,"Free to Play, Zombies, Multiplayer, Survival, Horror, Co-op, Online Co-Op, Action, FPS, First-Person, Survival Horror, Shooter, Post-apocalyptic, Open World, Realistic, Indie, Atmospheric, Mod, Adventure, Massively Multiplayer",2018-05,451.89,-18.54,-3.94%,831,0
224260,No More Room in Hell,"Free to Play, Zombies, Multiplayer, Survival, Horror, Co-op, Online Co-Op, Action, FPS, First-Person, Survival Horror, Shooter, Post-apocalyptic, Open World, Realistic, Indie, Atmospheric, Mod, Adventure, Massively Multiplayer",2018-04,470.42,-75.45,-13.82%,866,2
224260,No More Room in Hell,"Free to Play, Zombies, Multiplayer, Survival, Horror, Co-op, Online Co-Op, Action, FPS, First-Person, Survival Horror, Shooter, Post-apocalyptic, Open World, Realistic, Indie, Atmospheric, Mod, Adventure, Massively Multiplayer",2018-03,545.88,-124.40,-18.56%,1026,0
224260,No More Room in Hell,"Free to Play, Zombies, Multiplayer, Survival, Horror, Co-op, Online Co-Op, Action, FPS, First-Person, Survival Horror, Shooter, Post-apocalyptic, Open World, Realistic, Indie, Atmospheric, Mod, Adventure, Massively Multiplayer",2018-02,670.27,-5.70,-0.84%,1209,0
224260,No More Room in Hell,"Free to Play, Zombies, Multiplayer, Survival, Horror, Co-op, Online Co-Op, Action, FPS, First-Person, Survival Horror, Shooter, Post-apocalyptic, Open World, Realistic, Indie, Atmospheric, Mod, Adventure, Massively Multiplayer",2018-01,675.97,111.93,+19.84%,1180,4
224260,No More Room in Hell,"Free to Play, Zombies, Multiplayer, Survival, Horror, Co-op, Online Co-Op, Action, FPS, First-Person, Survival Horror, Shooter, Post-apocalyptic, Open World, Realistic, Indie, Atmospheric, Mod, Adventure, Massively Multiplayer",2017-12,564.04,9.87,+1.78%,1012,0
224260,No More Room in Hell,"Free to Play, Zombies, Multiplayer, Survival, Horror, Co-op, Online Co-Op, Action, FPS, First-Person, Survival Horror, Shooter, Post-apocalyptic, Open World, Realistic, Indie, Atmospheric, Mod, Adventure, Massively Multiplayer",2017-11,554.18,-68.92,-11.06%,1143,2
224260,No More Room in Hell,"Free to Play, Zombies, Multiplayer, Survival, Horror, Co-op, Online Co-Op, Action, FPS, First-Person, Survival Horror, Shooter, Post-apocalyptic, Open World, Realistic, Indie, Atmospheric, Mod, Adventure, Massively Multiplayer",2017-10,623.1,28.74,+4.83%,1186,4
224260,No More Room in Hell,"Free to Play, Zombies, Multiplayer, Survival, Horror, Co-op, Online Co-Op, Action, FPS, First-Person, Survival Horror, Shooter, Post-apocalyptic, Open World, Realistic, Indie, Atmospheric, Mod, Adventure, Massively Multiplayer",2017-09,594.36,-143.73,-19.47%,1157,0
224260,No More Room in Hell,"Free to Play, Zombies, Multiplayer, Survival, Horror, Co-op, Online Co-Op, Action, FPS, First-Person, Survival Horror, Shooter, Post-apocalyptic, Open World, Realistic, Indie, Atmospheric, Mod, Adventure, Massively Multiplayer",2017-08,738.1,18.11,+2.52%,1081,0
224260,No More Room in Hell,"Free to Play, Zombies, Multiplayer, Survival, Horror, Co-op, Online Co-Op, Action, FPS, First-Person, Survival Horror, Shooter, Post-apocalyptic, Open World, Realistic, Indie, Atmospheric, Mod, Adventure, Massively Multiplayer",2017-07,719.98,-16.36,-2.22%,1033,0
224260,No More Room in Hell,"Free to Play, Zombies, Multiplayer, Survival, Horror, Co-op, Online Co-Op, Action, FPS, First-Person, Survival Horror, Shooter, Post-apocalyptic, Open World, Realistic, Indie, Atmospheric, Mod, Adventure, Massively Multiplayer",2017-06,736.35,22.36,+3.13%,1363,0
224260,No More Room in Hell,"Free to Play, Zombies, Multiplayer, Survival, Horror, Co-op, Online Co-Op, Action, FPS, First-Person, Survival Horror, Shooter, Post-apocalyptic, Open World, Realistic, Indie, Atmospheric, Mod, Adventure, Massively Multiplayer",2017-05,713.99,-95.53,-11.80%,1291,0
224260,No More Room in Hell,"Free to Play, Zombies, Multiplayer, Survival, Horror, Co-op, Online Co-Op, Action, FPS, First-Person, Survival Horror, Shooter, Post-apocalyptic, Open World, Realistic, Indie, Atmospheric, Mod, Adventure, Massively Multiplayer",2017-04,809.52,39.44,+5.12%,1510,0
224260,No More Room in Hell,"Free to Play, Zombies, Multiplayer, Survival, Horror, Co-op, Online Co-Op, Action, FPS, First-Person, Survival Horror, Shooter, Post-apocalyptic, Open World, Realistic, Indie, Atmospheric, Mod, Adventure, Massively Multiplayer",2017-03,770.08,-126.02,-14.06%,1421,0
224260,No More Room in Hell,"Free to Play, Zombies, Multiplayer, Survival, Horror, Co-op, Online Co-Op, Action, FPS, First-Person, Survival Horror, Shooter, Post-apocalyptic, Open World, Realistic, Indie, Atmospheric, Mod, Adventure, Massively Multiplayer",2017-02,896.1,-16.43,-1.80%,1584,0
224260,No More Room in Hell,"Free to Play, Zombies, Multiplayer, Survival, Horror, Co-op, Online Co-Op, Action, FPS, First-Person, Survival Horror, Shooter, Post-apocalyptic, Open World, Realistic, Indie, Atmospheric, Mod, Adventure, Massively Multiplayer",2017-01,912.54,109.11,+13.58%,1539,0
224260,No More Room in Hell,"Free to Play, Zombies, Multiplayer, Survival, Horror, Co-op, Online Co-Op, Action, FPS, First-Person, Survival Horror, Shooter, Post-apocalyptic, Open World, Realistic, Indie, Atmospheric, Mod, Adventure, Massively Multiplayer",2016-12,803.43,92.48,+13.01%,1387,0
224260,No More Room in Hell,"Free to Play, Zombies, Multiplayer, Survival, Horror, Co-op, Online Co-Op, Action, FPS, First-Person, Survival Horror, Shooter, Post-apocalyptic, Open World, Realistic, Indie, Atmospheric, Mod, Adventure, Massively Multiplayer",2016-11,710.95,-16.65,-2.29%,1391,0
224260,No More Room in Hell,"Free to Play, Zombies, Multiplayer, Survival, Horror, Co-op, Online Co-Op, Action, FPS, First-Person, Survival Horror, Shooter, Post-apocalyptic, Open World, Realistic, Indie, Atmospheric, Mod, Adventure, Massively Multiplayer",2016-10,727.6,-1.92,-0.26%,1384,0
224260,No More Room in Hell,"Free to Play, Zombies, Multiplayer, Survival, Horror, Co-op, Online Co-Op, Action, FPS, First-Person, Survival Horror, Shooter, Post-apocalyptic, Open World, Realistic, Indie, Atmospheric, Mod, Adventure, Massively Multiplayer",2016-09,729.51,-208.40,-22.22%,1377,0
224260,No More Room in Hell,"Free to Play, Zombies, Multiplayer, Survival, Horror, Co-op, Online Co-Op, Action, FPS, First-Person, Survival Horror, Shooter, Post-apocalyptic, Open World, Realistic, Indie, Atmospheric, Mod, Adventure, Massively Multiplayer",2016-08,937.92,-17.61,-1.84%,1432,0
224260,No More Room in Hell,"Free to Play, Zombies, Multiplayer, Survival, Horror, Co-op, Online Co-Op, Action, FPS, First-Person, Survival Horror, Shooter, Post-apocalyptic, Open World, Realistic, Indie, Atmospheric, Mod, Adventure, Massively Multiplayer",2016-07,955.53,75.92,+8.63%,1356,0
224260,No More Room in Hell,"Free to Play, Zombies, Multiplayer, Survival, Horror, Co-op, Online Co-Op, Action, FPS, First-Person, Survival Horror, Shooter, Post-apocalyptic, Open World, Realistic, Indie, Atmospheric, Mod, Adventure, Massively Multiplayer",2016-06,879.6,114.35,+14.94%,1401,0
224260,No More Room in Hell,"Free to Play, Zombies, Multiplayer, Survival, Horror, Co-op, Online Co-Op, Action, FPS, First-Person, Survival Horror, Shooter, Post-apocalyptic, Open World, Realistic, Indie, Atmospheric, Mod, Adventure, Massively Multiplayer",2016-05,765.26,23.99,+3.24%,1429,0
224260,No More Room in Hell,"Free to Play, Zombies, Multiplayer, Survival, Horror, Co-op, Online Co-Op, Action, FPS, First-Person, Survival Horror, Shooter, Post-apocalyptic, Open World, Realistic, Indie, Atmospheric, Mod, Adventure, Massively Multiplayer",2016-04,741.27,-82.80,-10.05%,1393,0
224260,No More Room in Hell,"Free to Play, Zombies, Multiplayer, Survival, Horror, Co-op, Online Co-Op, Action, FPS, First-Person, Survival Horror, Shooter, Post-apocalyptic, Open World, Realistic, Indie, Atmospheric, Mod, Adventure, Massively Multiplayer",2016-03,824.07,-54.10,-6.16%,1559,0
224260,No More Room in Hell,"Free to Play, Zombies, Multiplayer, Survival, Horror, Co-op, Online Co-Op, Action, FPS, First-Person, Survival Horror, Shooter, Post-apocalyptic, Open World, Realistic, Indie, Atmospheric, Mod, Adventure, Massively Multiplayer",2016-02,878.17,-89.49,-9.25%,1545,0
224260,No More Room in Hell,"Free to Play, Zombies, Multiplayer, Survival, Horror, Co-op, Online Co-Op, Action, FPS, First-Person, Survival Horror, Shooter, Post-apocalyptic, Open World, Realistic, Indie, Atmospheric, Mod, Adventure, Massively Multiplayer",2016-01,967.65,65.95,+7.31%,1635,2
